C_SU_SETID,Q
C_SU_FORMS
C_SU_ID,%.20g,%.20g,%.20g,%.20g,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f
Q,388,553,28,13,675.00,600.00,340305.83,5539490.67,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,389,573,29,13,700.00,600.00,340318.32,5539469.02,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,390,593,30,13,725.00,600.00,340330.82,5539447.36,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,391,14,1,14,0.00,650.00,340011.83,5540100.33,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,392,34,2,14,25.00,650.00,340024.32,5540078.68,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,393,54,3,14,50.00,650.00,340036.81,5540057.02,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,394,74,4,14,75.00,650.00,340049.31,5540035.37,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,395,94,5,14,100.00,650.00,340061.80,5540013.71,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,396,114,6,14,125.00,650.00,340074.29,5539992.06,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,397,134,7,14,150.00,650.00,340086.79,5539970.41,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,398,154,8,14,175.00,650.00,340099.28,5539948.75,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,399,174,9,14,200.00,650.00,340111.77,5539927.10,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,400,194,10,14,225.00,650.00,340124.26,5539905.44,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,401,214,11,14,250.00,650.00,340136.76,5539883.79,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,402,234,12,14,275.00,650.00,340149.25,5539862.13,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,403,254,13,14,300.00,650.00,340161.74,5539840.48,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,404,274,14,14,325.00,650.00,340174.24,5539818.82,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,405,294,15,14,350.00,650.00,340186.73,5539797.17,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,406,314,16,14,375.00,650.00,340199.22,5539775.51,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,407,334,17,14,400.00,650.00,340211.72,5539753.86,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,408,354,18,14,425.00,650.00,340224.21,5539732.20,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,409,374,19,14,450.00,650.00,340236.70,5539710.55,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,410,394,20,14,475.00,650.00,340249.20,5539688.89,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,411,414,21,14,500.00,650.00,340261.69,5539667.24,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,412,434,22,14,525.00,650.00,340274.18,5539645.59,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,413,454,23,14,550.00,650.00,340286.67,5539623.93,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,414,474,24,14,575.00,650.00,340299.17,5539602.28,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,415,494,25,14,600.00,650.00,340311.66,5539580.62,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,416,514,26,14,625.00,650.00,340324.15,5539558.97,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,417,534,27,14,650.00,650.00,340336.65,5539537.31,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,418,554,28,14,675.00,650.00,340349.14,5539515.66,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,419,574,29,14,700.00,650.00,340361.63,5539494.00,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,420,594,30,14,725.00,650.00,340374.13,5539472.35,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,421,15,1,15,0.00,700.00,340055.14,5540125.32,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,422,35,2,15,25.00,700.00,340067.63,5540103.66,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,423,55,3,15,50.00,700.00,340080.12,5540082.01,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,424,75,4,15,75.00,700.00,340092.62,5540060.36,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,425,95,5,15,100.00,700.00,340105.11,5540038.70,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,426,115,6,15,125.00,700.00,340117.60,5540017.05,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,427,135,7,15,150.00,700.00,340130.09,5539995.39,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,428,155,8,15,175.00,700.00,340142.59,5539973.74,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,429,175,9,15,200.00,700.00,340155.08,5539952.08,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,430,195,10,15,225.00,700.00,340167.57,5539930.43,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,431,215,11,15,250.00,700.00,340180.07,5539908.77,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,432,235,12,15,275.00,700.00,340192.56,5539887.12,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,433,255,13,15,300.00,700.00,340205.05,5539865.46,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,434,275,14,15,325.00,700.00,340217.55,5539843.81,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,435,295,15,15,350.00,700.00,340230.04,5539822.15,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,436,315,16,15,375.00,700.00,340242.53,5539800.50,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,437,335,17,15,400.00,700.00,340255.03,5539778.84,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,438,355,18,15,425.00,700.00,340267.52,5539757.19,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,439,375,19,15,450.00,700.00,340280.01,5539735.54,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,440,395,20,15,475.00,700.00,340292.50,5539713.88,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,441,415,21,15,500.00,700.00,340305.00,5539692.23,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,442,435,22,15,525.00,700.00,340317.49,5539670.57,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,443,455,23,15,550.00,700.00,340329.98,5539648.92,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,444,475,24,15,575.00,700.00,340342.48,5539627.26,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,445,495,25,15,600.00,700.00,340354.97,5539605.61,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,446,515,26,15,625.00,700.00,340367.46,5539583.95,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,447,535,27,15,650.00,700.00,340379.96,5539562.30,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,448,555,28,15,675.00,700.00,340392.45,5539540.64,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,449,575,29,15,700.00,700.00,340404.94,5539518.99,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,450,595,30,15,725.00,700.00,340417.44,5539497.33,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,451,16,1,16,0.00,750.00,340098.45,5540150.31,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,452,36,2,16,25.00,750.00,340110.94,5540128.65,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,453,56,3,16,50.00,750.00,340123.43,5540107.00,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,454,76,4,16,75.00,750.00,340135.92,5540085.34,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,455,96,5,16,100.00,750.00,340148.42,5540063.69,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,456,116,6,16,125.00,750.00,340160.91,5540042.03,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,457,136,7,16,150.00,750.00,340173.40,5540020.38,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,458,156,8,16,175.00,750.00,340185.90,5539998.72,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,459,176,9,16,200.00,750.00,340198.39,5539977.07,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,460,196,10,16,225.00,750.00,340210.88,5539955.41,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,461,216,11,16,250.00,750.00,340223.38,5539933.76,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,462,236,12,16,275.00,750.00,340235.87,5539912.10,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,463,256,13,16,300.00,750.00,340248.36,5539890.45,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,464,276,14,16,325.00,750.00,340260.86,5539868.79,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,465,296,15,16,350.00,750.00,340273.35,5539847.14,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,466,316,16,16,375.00,750.00,340285.84,5539825.49,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,467,336,17,16,400.00,750.00,340298.33,5539803.83,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,468,356,18,16,425.00,750.00,340310.83,5539782.18,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,469,376,19,16,450.00,750.00,340323.32,5539760.52,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,470,396,20,16,475.00,750.00,340335.81,5539738.87,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,471,416,21,16,500.00,750.00,340348.31,5539717.21,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,472,436,22,16,525.00,750.00,340360.80,5539695.56,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,473,456,23,16,550.00,750.00,340373.29,5539673.90,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,474,476,24,16,575.00,750.00,340385.79,5539652.25,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,475,496,25,16,600.00,750.00,340398.28,5539630.59,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,476,516,26,16,625.00,750.00,340410.77,5539608.94,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,477,536,27,16,650.00,750.00,340423.27,5539587.28,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,478,556,28,16,675.00,750.00,340435.76,5539565.63,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,479,576,29,16,700.00,750.00,340448.25,5539543.98,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,480,596,30,16,725.00,750.00,340460.74,5539522.32,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,481,17,1,17,0.00,800.00,340141.75,5540175.29,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,482,37,2,17,25.00,800.00,340154.25,5540153.64,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,483,57,3,17,50.00,800.00,340166.74,5540131.98,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,484,77,4,17,75.00,800.00,340179.23,5540110.33,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,485,97,5,17,100.00,800.00,340191.73,5540088.67,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,486,117,6,17,125.00,800.00,340204.22,5540067.02,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,487,137,7,17,150.00,800.00,340216.71,5540045.36,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,488,157,8,17,175.00,800.00,340229.21,5540023.71,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,489,177,9,17,200.00,800.00,340241.70,5540002.05,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,490,197,10,17,225.00,800.00,340254.19,5539980.40,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,491,217,11,17,250.00,800.00,340266.69,5539958.75,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,492,237,12,17,275.00,800.00,340279.18,5539937.09,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,493,257,13,17,300.00,800.00,340291.67,5539915.44,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,494,277,14,17,325.00,800.00,340304.16,5539893.78,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,495,297,15,17,350.00,800.00,340316.66,5539872.13,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,496,317,16,17,375.00,800.00,340329.15,5539850.47,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,497,337,17,17,400.00,800.00,340341.64,5539828.82,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,498,357,18,17,425.00,800.00,340354.14,5539807.16,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,499,377,19,17,450.00,800.00,340366.63,5539785.51,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,500,397,20,17,475.00,800.00,340379.12,5539763.85,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,501,417,21,17,500.00,800.00,340391.62,5539742.20,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,502,437,22,17,525.00,800.00,340404.11,5539720.54,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,503,457,23,17,550.00,800.00,340416.60,5539698.89,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,504,477,24,17,575.00,800.00,340429.10,5539677.23,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,505,497,25,17,600.00,800.00,340441.59,5539655.58,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,506,517,26,17,625.00,800.00,340454.08,5539633.93,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,507,537,27,17,650.00,800.00,340466.57,5539612.27,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,508,557,28,17,675.00,800.00,340479.07,5539590.62,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,509,577,29,17,700.00,800.00,340491.56,5539568.96,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,510,597,30,17,725.00,800.00,340504.05,5539547.31,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,511,18,1,18,0.00,850.00,340185.06,5540200.28,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,512,38,2,18,25.00,850.00,340197.56,5540178.62,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,513,58,3,18,50.00,850.00,340210.05,5540156.97,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,514,78,4,18,75.00,850.00,340222.54,5540135.31,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,515,98,5,18,100.00,850.00,340235.04,5540113.66,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,516,118,6,18,125.00,850.00,340247.53,5540092.00,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,517,138,7,18,150.00,850.00,340260.02,5540070.35,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
